network,address,municipality,lat,lon,petrol95_eur,diesel_eur,lpg_eur,price_updated,price_date
AB Orlen Baltics Retail,"Aleksandravo k., 68100",Marijampolės sav.,54.583087,23.370864,1.729,1.999,0.719,2026-08-27T09:41:15+03:00,2026-08-27
UAB Alauša,"Marijampolė, Sporto g. 50A, 68110",Marijampolės sav.,54.567982,23.361132,1.749,2.029,,2026-08-27T09:56:03+03:00,2026-08-27
UAB Alauša,"Marijampolė, Stoties g. 49, 68261",Marijampolės sav.,54.562859,23.366533,1.749,2.029,0.734,2026-08-27T09:56:02+03:00,2026-08-27
UAB Baltic Petroleum,"Marijampolė, P. Armino g. 69, 68127",Marijampolės sav.,54.533904,23.353163,1.749,2.029,0.729,2026-08-27T09:36:55+03:00,2026-08-27
UAB Baltic Petroleum,"Marijampolė, Vasaros g. 15, 68266",Marijampolės sav.,54.555636,23.375454,1.749,2.029,0.739,2026-08-27T09:36:53+03:00,2026-08-27
UAB Baltic Petroleum,"Pietarių k., Kauno g. 164, 68100",Marijampolės sav.,54.586919,23.384638,1.749,2.029,0.739,2026-08-27T09:36:53+03:00,2026-08-27
UAB Circle K Lietuva,"Marijampolė, J. Dailidės g. 10, 68307",Marijampolės sav.,54.557125,23.354007,1.769,2.059,,2026-08-27T09:55:14+03:00,2026-08-27
UAB Circle K Lietuva,"Marijampolė, Kauno g. 130, 68230",Marijampolės sav.,54.576249,23.371213,1.799,2.079,0.794,2026-08-27T09:55:12+03:00,2026-08-27
UAB Emsi,"Marijampolė, Stoties g. 6B, 68110",Marijampolės sav.,54.565209,23.368721,1.759,2.039,0.74,2026-08-27T08:59:58+03:00,2026-08-27
UAB Emsi,"Pietarių k., Kauno g. 165, 68100",Marijampolės sav.,54.592791,23.389471,1.729,2.029,0.729,2026-08-27T08:59:58+03:00,2026-08-27
UAB Emsi,"Skaisčiūnų k., Europos g. 11, 69338",Marijampolės sav.,54.558184,23.275133,1.729,2.029,0.729,2026-08-27T08:59:59+03:00,2026-08-27
UAB Neste Lietuva,"Marijampolė, Stoties g. 4C, 68112",Marijampolės sav.,54.56039,23.36587,1.769,2.049,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Neste Lietuva,"Marijampolė, Vilkaviškio g. 61D, 68153",Marijampolės sav.,54.56239,23.33233,1.774,2.064,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Regusa,"Gavaltuvos k., Sodo g. 11, 69370",Marijampolės sav.,54.67677,23.418013,1.79,2.01,0.74,2026-08-27T09:55:45+03:00,2026-08-27
UAB Saurida,"Marijampolė, Statybininkų g. 8, 68108",Marijampolės sav.,54.577893,23.376915,1.75,1.98,,2026-08-27T09:49:00+03:00,2026-08-27
UAB Stateta,"Kantališkių k., 69841",Marijampolės sav.,54.634451,23.436397,1.699,1.999,0.737,2026-08-27T11:32:58+03:00,2026-08-27
UAB VIRŠI Lietuva,"Pasūduonės k., L.Taunio g. 3, 69331",Marijampolės sav.,54.475839,23.221346,1.794,2.064,0.724,2026-08-27T08:50:31+03:00,2026-08-27
UAB Valdegra,"Igliauka, Prienų g. 7, 69117",Marijampolės sav.,54.557819,23.656306,1.789,2.099,0.749,2026-08-27T10:30:04+03:00,2026-08-27
UAB Viada LT,"Marijampolė, Geležinkelio g. 5, 68305",Marijampolės sav.,54.554417,23.362278,1.799,2.099,0.769,2026-08-27T09:50:27+03:00,2026-08-27
UAB Viada LT,"Marijampolė, J. Ambrazevičiaus-Brazaičio g. 2, 68161",Marijampolės sav.,54.567798,23.33954,1.799,2.099,0.769,2026-08-27T09:50:27+03:00,2026-08-27
AB Orlen Baltics Retail,"Mažeikiai, Skuodo g. 14, 89100",Mažeikių r. sav.,56.314455,22.310973,1.729,1.999,0.719,2026-08-27T09:41:16+03:00,2026-08-27
AB Orlen Baltics Retail,"Mažeikiai, Žemaitijos g. 42, 89239",Mažeikių r. sav.,56.302043,22.342474,1.729,1.999,0.719,2026-08-27T09:41:16+03:00,2026-08-27
UAB Baltic Petroleum,"Mažeikiai, M. Daukšos g. 17, 89234",Mažeikių r. sav.,56.3051,22.350699,1.699,1.999,0.739,2026-08-27T09:36:54+03:00,2026-08-27
UAB Baltic Petroleum,"Tirkšliai, Laukų g. 10, 89330",Mažeikių r. sav.,56.262555,22.310453,1.799,2.089,,2026-08-27T09:36:55+03:00,2026-08-27
UAB Baltic Petroleum,"Užežerės k., Gardenio g. 39, 89382",Mažeikių r. sav.,56.163959,22.101525,1.799,2.089,0.739,2026-08-27T09:36:54+03:00,2026-08-27
UAB Circle K Lietuva,"Mažeikiai, Žemaitijos g. 57, 89128",Mažeikių r. sav.,56.302373,22.345047,1.779,2.029,0.789,2026-08-27T09:55:12+03:00,2026-08-27
UAB EU Verslas,"Mažeikiai, Viekšnių g. 24, 89235",Mažeikių r. sav.,56.304209,22.360258,1.699,1.999,0.73,2026-08-27T10:04:00+03:00,2026-08-27
UAB Eniris,"Mažeikiai, Laižuvos g. 82d, 89213",Mažeikių r. sav.,56.313743,22.368203,1.719,2.039,0.739,2026-08-27T09:51:21+03:00,2026-08-27
UAB Naftos dujos,"Mažeikiai, Algirdo g. 42, 89101",Mažeikių r. sav.,56.315943,22.314284,,,0.71,2026-08-27T11:00:00+03:00,2026-08-27
UAB Naftos dujos,"Mažeikiai, Daukšos g. 29 / Žemaitijos g. 69, 89132",Mažeikių r. sav.,56.318881,22.318919,,,0.73,2026-08-27T11:00:08+03:00,2026-08-27
UAB Neste Lietuva,"Mažeikiai, M. Daukšos g. 29, 89132",Mažeikių r. sav.,56.3012,22.34985,1.729,1.999,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Tripletas,"Mažeikiai, Sedos g. 16, 89233",Mažeikių r. sav.,56.305283,22.342488,1.7,1.98,0.75,2026-08-27T10:30:04+03:00,2026-08-27
UAB Tumasa,"Židikai, Mažeikių g. 10, 89442",Mažeikių r. sav.,56.31764,22.013597,1.85,2.15,0.94,2026-08-27T07:02:22+03:00,2026-08-27
UAB Viada LT,"Mažeikiai, Montuotojų g. 2A, 89101",Mažeikių r. sav.,56.315942,22.302418,1.799,2.059,0.789,2026-08-27T09:50:27+03:00,2026-08-27
UAB Viada LT,"Mažeikiai, Žemaitijos g. 75, 89132",Mažeikių r. sav.,56.300252,22.360673,1.799,2.059,0.789,2026-08-27T09:50:27+03:00,2026-08-27
UAB Visvilas,"Tirkšlių k., Laukų g. 2C, 89330",Mažeikių r. sav.,56.258439,22.30945,1.79,2.08,0.73,2026-08-27T09:14:23+03:00,2026-08-27
UAB Baltic Petroleum,"Molėtai, Vilniaus g. 104, 33114",Molėtų r. sav.,55.217337,25.403375,1.799,2.099,0.799,2026-08-27T09:36:52+03:00,2026-08-27
UAB Boost Petrol,"Smėlinkos vs. 1, 33171",Molėtų r. sav.,55.215644,25.267733,1.849,2.129,0.799,2026-08-27T09:22:30+03:00,2026-08-27
UAB Neste Lietuva,"Molėtai, Aplinkkelio g. 165, 33134",Molėtų r. sav.,55.22168,25.43672,1.744,2.034,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Viada LT,"Gojaus k., Utenos g. 16, 33165",Molėtų r. sav.,55.214689,25.437878,1.849,2.099,0.799,2026-08-27T09:50:27+03:00,2026-08-27
UAB Viada LT,"Molėtai, Vilniaus g. 101, 33112",Molėtų r. sav.,55.223871,25.405884,1.849,2.099,0.799,2026-08-27T09:50:27+03:00,2026-08-27
UAB Baltic Petroleum,"Neringa, Nidos-Smiltynės pl. 6, 93125",Neringos sav.,55.300905,20.979956,1.829,2.129,,2026-08-27T09:36:51+03:00,2026-08-27
UAB Eniris,"Pagėgiai, Klaipėdos g. 6b, 99290",Pagėgių sav.,55.140417,21.903415,1.82,2.09,0.79,2026-08-27T09:51:20+03:00,2026-08-27
UAB Baltic Petroleum,"Pakruojis, Statybininkų g. 28, 83163",Pakruojo r. sav.,55.974508,23.86893,1.759,1.999,0.71,2026-08-27T09:36:53+03:00,2026-08-27
UAB Jozita,"Kuosiškių k. 4, 83169",Pakruojo r. sav.,56.073104,23.831915,1.79,2.02,0.68,2026-08-27T09:30:45+03:00,2026-08-27
UAB Naftrus,"Degučių k., Topolių g. 1, 83291",Pakruojo r. sav.,55.970665,23.587598,1.78,2.03,0.71,2026-08-27T09:21:09+03:00,2026-08-27
UAB Viada LT,"Pakruojis, Vytauto Didžiojo g. 98, 83162",Pakruojo r. sav.,55.98042,23.857616,1.859,2.099,0.799,2026-08-27T09:50:27+03:00,2026-08-27
UAB Baltic Petroleum,"Palanga, Ganyklų g. 28C, 00126",Palangos m. sav.,55.923324,21.075206,1.759,2.039,0.719,2026-08-27T09:36:55+03:00,2026-08-27
UAB Baltic Petroleum,"Palanga, Klaipėdos pl. 44, 00111",Palangos m. sav.,55.915491,21.078212,1.759,2.039,0.729,2026-08-27T09:36:51+03:00,2026-08-27
UAB Circle K Lietuva,"Palanga, Kretingos g. 56, 00111",Palangos m. sav.,55.914821,21.077936,1.829,2.119,0.789,2026-08-27T09:55:11+03:00,2026-08-27
UAB Šventosios investicijos,"Palanga (Šventoji), Elijos g. 26, 00319",Palangos m. sav.,56.012842,21.103592,1.869,2.149,0.899,2026-08-27T09:55:02+03:00,2026-08-27
AB Orlen Baltics Retail,"Panevėžys, Klaipėdos g. 162 D, 37372",Panevėžio m. sav.,55.73174,24.303173,1.739,2.019,0.719,2026-08-27T09:41:15+03:00,2026-08-27
AB Orlen Baltics Retail,"Panevėžys, Senamiesčio g. 115, 35114",Panevėžio m. sav.,55.748199,24.390815,1.719,1.999,0.719,2026-08-27T09:41:15+03:00,2026-08-27
UAB Baltic Petroleum,"Panevėžys, Smėlynės g. 169, 37454",Panevėžio m. sav.,55.757611,24.367739,1.699,1.989,0.709,2026-08-27T09:36:53+03:00,2026-08-27
UAB Baltic Petroleum,"Panevėžys, Velžio kl. 74, 36148",Panevėžio m. sav.,55.721941,24.391535,1.779,2.019,0.719,2026-08-27T09:36:51+03:00,2026-08-27
UAB Circle K Lietuva,"Panevėžys, J. Basanavičiaus g. 63, 36204",Panevėžio m. sav.,55.71768,24.371095,1.779,2.064,0.759,2026-08-27T09:55:12+03:00,2026-08-27
UAB Circle K Lietuva,"Panevėžys, Klaipėdos g. 92A, 37383",Panevėžio m. sav.,55.728796,24.339034,1.789,2.069,,2026-08-27T09:55:15+03:00,2026-08-27
UAB Circle K Lietuva,"Panevėžys, Parko g. 7A, 35189",Panevėžio m. sav.,55.731853,24.342399,1.809,2.089,0.779,2026-08-27T09:55:12+03:00,2026-08-27
UAB Deliuvis,"Panevėžys, G. Petkevičaitės-Bitės g. 35C, 37138",Panevėžio m. sav.,55.722438,24.342183,1.719,1.999,0.709,2026-08-27T09:57:21+03:00,2026-08-27
UAB Deliuvis,"Panevėžys, Pušaloto g. 140, 35100",Panevėžio m. sav.,55.746586,24.329157,1.719,1.999,0.709,2026-08-27T09:57:21+03:00,2026-08-27
UAB Deliuvis,"Panevėžys, S. Kerbedžio g. 2, 35135",Panevėžio m. sav.,55.743174,24.342494,1.719,1.999,0.709,2026-08-27T09:57:22+03:00,2026-08-27
UAB Emsi,"Panevėžys, Nemuno g. 79A, 35189",Panevėžio m. sav.,55.731076,24.341052,1.739,2.019,0.719,2026-08-27T08:59:58+03:00,2026-08-27
UAB Jozita,"Panevėžys, S. Kerbedžio g. 7F, 35104",Panevėžio m. sav.,55.744776,24.34628,1.79,2.02,0.68,2026-08-27T09:30:44+03:00,2026-08-27
UAB Neste Lietuva,"Panevežys, Klaipėdos g. 144B, 37376",Panevėžio m. sav.,55.73065,24.31611,1.749,2.029,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Neste Lietuva,"Panevėžys, Klaipėdos g. 66,  35193",Panevėžio m. sav.,55.72768,24.34879,1.749,2.029,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Neste Lietuva,"Panevėžys, Klaipėdos g. 81, 37106",Panevėžio m. sav.,55.72831,24.33242,1.749,2.039,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Neste Lietuva,"Panevėžys, Margirio g. 1B, 36248",Panevėžio m. sav.,55.71938,24.34887,1.749,2.029,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Neste Lietuva,"Panevėžys, Ramygalos g. 145B, 36225",Panevėžio m. sav.,55.70945,24.37481,1.744,2.024,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Viada LT,"Panevėžys, J. Janonio g. 28A, 35101",Panevėžio m. sav.,55.738781,24.310191,1.799,2.099,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Panevėžys, Navadolio g. 31, 36252",Panevėžio m. sav.,55.71465,24.335082,1.779,2.069,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Panevėžys, Pušaloto g. 193A, 191A",Panevėžio m. sav.,55.753237,24.312254,1.799,2.099,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Panevėžys, Ramygalos g. 155, 36224",Panevėžio m. sav.,55.703742,24.38079,1.779,2.069,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Panevėžys, Ramygalos g. 186G, 36224",Panevėžio m. sav.,55.709283,24.373641,1.779,2.069,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Panevėžys, Senamiesčio g. 116A, 35115",Panevėžio m. sav.,55.748535,24.393312,1.799,2.069,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Panevėžys, Venslaviškio g. 16, 35116",Panevėžio m. sav.,55.736987,24.387165,1.799,2.099,0.769,2026-08-27T09:50:28+03:00,2026-08-27
AB Orlen Baltics Retail,"Nausodė, Šiaulių g. 50, 38366",Panevėžio r. sav.,55.733843,24.263559,1.759,2.039,0.719,2026-08-27T09:41:15+03:00,2026-08-27
UAB Circle K Lietuva,"Šilagalio k., Panevėžio aplinkl. 20, 36258",Panevėžio r. sav.,55.67337,24.33583,1.759,2.049,0.769,2026-08-27T09:55:13+03:00,2026-08-27
UAB Circle K Lietuva,"Ūtos k., Baltijos Kelio g. 33, 35189",Panevėžio r. sav.,55.810469,24.368724,1.759,2.049,0.859,2026-08-27T09:55:11+03:00,2026-08-27
UAB Emsi,"Panevėžys, Ramygalos g. 186A, 36224",Panevėžio r. sav.,55.709913,24.372552,1.739,2.019,0.719,2026-08-27T08:59:59+03:00,2026-08-27
UAB Emsi,"Šilagalio k., Panevėžio aplinkl. 12, 38242",Panevėžio r. sav.,55.669769,24.346336,1.739,2.019,0.729,2026-08-27T08:59:59+03:00,2026-08-27
UAB Neste Lietuva,"Šilagalio k., Panevėžio aplinkl. 22, 36258",Panevėžio r. sav.,55.67314,24.33452,1.719,2.009,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Neste Lietuva,"Šilagalio k., Panevėžio aplinkl. 7, 36224",Panevėžio r. sav.,55.67037,24.34845,1.729,2.019,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Stateta,"Paliūniškio k., Žemdirbių g. 15, 38440",Panevėžio r. sav.,55.787569,24.43921,1.699,1.999,0.737,2026-08-27T11:32:58+03:00,2026-08-27
UAB Viada LT,"Krekenava, Tilto g. 35, 38305",Panevėžio r. sav.,55.541632,24.107633,1.899,2.199,0.899,2026-08-27T09:50:27+03:00,2026-08-27
UAB Viada LT,"Ramygala, Vienkiemio g. 1B, 38262",Panevėžio r. sav.,55.52123,24.312942,1.899,2.199,0.899,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Tičkūnų k., Tičkūnų g. 31, 38410",Panevėžio r. sav.,55.778825,24.364255,1.799,2.099,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Šilagalio k., Panevėžio aplinkl. 5, 36258",Panevėžio r. sav.,55.944519,25.585662,1.749,2.059,,2026-08-27T09:50:28+03:00,2026-08-27
UAB Baltic Petroleum,"Pasvalys, Mūšos g. 18, 39104",Pasvalio r. sav.,56.224824,24.401365,1.719,2.019,,2026-08-27T09:36:55+03:00,2026-08-27
UAB Emsi,"Pasvalys, Taikos g. 24, 39132",Pasvalio r. sav.,56.063652,24.425753,1.729,2.029,0.72,2026-08-27T08:59:58+03:00,2026-08-27
UAB Emsi,"Sereikonių k., Baltijos kelio g. 2, 39236",Pasvalio r. sav.,55.906413,24.338651,1.739,2.039,0.729,2026-08-27T08:59:59+03:00,2026-08-27
UAB Neste Lietuva,"Raubonių k., Ąžuolpamūšio g. 1A, 39447",Pasvalio r. sav.,56.1152,24.47067,1.769,2.049,,2026-08-27T09:59:54+03:00,2026-08-27
UAB Pakelės namai,"Škilinpamūšio k., Liepų g. 4, 39421",Pasvalio r. sav.,56.267534,24.370974,1.81,2.05,0.85,2026-08-27T08:04:36+03:00,2026-08-27
UAB Pakelės namai,"Škilinpamūšio k., Pasienio g. 10, 39421",Pasvalio r. sav.,56.2725,24.367967,1.81,2.05,0.85,2026-08-27T08:04:36+03:00,2026-08-27
UAB Skulas,"Pasvalys, Mūšos g. 2E, 39105",Pasvalio r. sav.,56.069531,24.387881,1.72,2.02,0.72,2026-08-27T09:52:04+03:00,2026-08-27
UAB Viada LT,"Brazdigalos k. 1, 39198",Pasvalio r. sav.,56.042226,24.378448,1.859,2.159,0.799,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Pasvalys, Vilniaus g. 50, 39177",Pasvalio r. sav.,56.055978,24.407271,1.859,2.159,0.799,2026-08-27T09:50:28+03:00,2026-08-27
UAB Baltic Petroleum,"Plateliai,  Žemaičių Kalvarijos g. 1A, 90421",Plungės r. sav.,56.043869,21.815653,1.879,2.149,0.789,2026-08-27T09:36:55+03:00,2026-08-27
UAB EU Verslas,"Jovaišiškės k., Telšių g. 127, 90107",Plungės r. sav.,55.908076,21.871509,1.749,2.019,0.73,2026-08-27T10:04:00+03:00,2026-08-27
UAB EU Verslas,"Plungė, Rietavo g. 109, 90106",Plungės r. sav.,55.895636,21.862065,1.694,2.049,,2026-08-27T10:04:00+03:00,2026-08-27
UAB EU Verslas,"Plungė, Stoties g. 7C, 90115",Plungės r. sav.,55.920377,21.832127,1.75,2.02,0.73,2026-08-27T10:04:00+03:00,2026-08-27
UAB Eniris,"Minijos g. 1, Aleksandravo k., 90390",Plungės r. sav.,55.929232,21.619913,1.81,2.07,0.87,2026-08-27T09:51:20+03:00,2026-08-27
UAB Eniris,"Plungė, Dariaus ir Girėno g. 31, 90118",Plungės r. sav.,55.919887,21.857067,1.73,2.03,0.74,2026-08-27T09:51:20+03:00,2026-08-27
UAB Jozita,"Varkaliai, Žemaičių g. 2A, 90105",Plungės r. sav.,55.896951,21.82134,1.79,2.02,0.68,2026-08-27T09:30:46+03:00,2026-08-27
UAB VVARFF,"Truikių k., Pramogų g. 4, 90110",Plungės r. sav.,55.939019,21.880091,1.826,2.146,0.826,2026-08-27T09:18:57+03:00,2026-08-27
UAB Viada LT,"Plungė, J. Tumo-Vaižganto g. 102, 90160",Plungės r. sav.,55.902952,21.830134,1.829,2.179,0.859,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Plungė, Žaltakalnio g. 10, 90158",Plungės r. sav.,55.898651,21.840158,1.829,2.179,0.859,2026-08-27T09:50:28+03:00,2026-08-27
AB Orlen Baltics Retail,"Verbyliškių k., Alytaus g. 2, 59431",Prienų r. sav.,54.579084,24.170438,1.779,2.079,0.729,2026-08-27T09:41:15+03:00,2026-08-27
UAB Baltic Petroleum,"Prienai, Vilniaus g. 3A, 59115",Prienų r. sav.,54.628393,23.958325,1.749,2.049,0.719,2026-08-27T09:36:52+03:00,2026-08-27
UAB Baltic Petroleum,"Veiverių k., Kauno g. 85, 59285",Prienų r. sav.,54.761029,23.713228,1.879,2.149,0.77,2026-08-27T09:36:55+03:00,2026-08-27
UAB Borusta,"Stakliškės, Piliakalnio g. 3, 59370",Prienų r. sav.,54.582227,24.31778,1.749,2.049,0.739,2026-08-27T08:25:11+03:00,2026-08-27
UAB Eniris,"Mardosų k., Alytaus pl. 2, 59240",Prienų r. sav.,54.508942,23.909535,1.73,2.02,0.76,2026-08-27T09:51:20+03:00,2026-08-27
UAB Saurida,"Ignacavos k., Kauno pl. 18, 59149",Prienų r. sav.,54.646657,23.930492,1.79,2.03,0.71,2026-08-27T09:48:59+03:00,2026-08-27
UAB Saurida,"Mauručiai, Liepų g. 20, 59290",Prienų r. sav.,54.771033,23.765466,1.75,1.98,,2026-08-27T09:49:00+03:00,2026-08-27
UAB Stateta,"Gustaičių k., 59296",Prienų r. sav.,54.503038,23.375134,1.699,1.999,0.737,2026-08-27T11:32:58+03:00,2026-08-27
UAB Viada LT,"Grigaliūnų k. 11, 59281",Prienų r. sav.,54.713978,23.64982,1.899,2.199,0.89,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Mačiūnų k., Kauno pl. 40, 59157",Prienų r. sav.,54.659001,23.947111,1.829,2.099,0.769,2026-08-27T09:50:28+03:00,2026-08-27
UAB Apsaga,"Baisogalos k., Beržų g. 19, 82323",Radviliškio r. sav.,55.634599,23.733381,1.804,2.074,0.775,2026-08-27T09:30:05+03:00,2026-08-27
UAB Apsaga,"Radviliškis, Šiaulių g. 12, 82142",Radviliškio r. sav.,55.81545,23.543683,1.794,2.054,0.769,2026-08-27T09:30:05+03:00,2026-08-27
UAB Baltic Petroleum,"Radviliškis, Miško g. 64, 82128",Radviliškio r. sav.,55.800801,23.565702,1.759,2.039,0.71,2026-08-27T09:36:51+03:00,2026-08-27
UAB Baltic Petroleum,"Radviliškis, Šiaulių g. 1A, 82142",Radviliškio r. sav.,55.825541,23.523356,1.749,2.019,0.71,2026-08-27T09:36:55+03:00,2026-08-27
UAB Baltic Petroleum,"Užuovėjos k., 82215",Radviliškio r. sav.,55.76333,23.742948,1.749,2.009,0.71,2026-08-27T09:36:53+03:00,2026-08-27
UAB Circle K Lietuva,"Radviliškis, Gedimino g. 42B, 82174",Radviliškio r. sav.,55.811565,23.550058,1.799,2.079,0.76,2026-08-27T09:55:13+03:00,2026-08-27
UAB Emsi,"Radviliškis, Miško g. 62, 77158",Radviliškio r. sav.,55.802003,23.563835,1.759,2.039,0.71,2026-08-27T08:59:59+03:00,2026-08-27
UAB Neste Lietuva,"Radviliškis, Versmės g. 2, 82197",Radviliškio r. sav.,55.81384,23.54581,1.759,2.029,,2026-08-27T09:59:55+03:00,2026-08-27
UAB Saurida,"Radviliškis, Gedimino g. 50C, 82482",Radviliškio r. sav.,55.814602,23.553195,1.78,1.99,0.71,2026-08-27T09:48:59+03:00,2026-08-27
UAB Saurida,"Velžių k., Radviliškio plentas 2, 82218",Radviliškio r. sav.,55.814742,23.553075,1.79,2.0,0.7,2026-08-27T09:49:00+03:00,2026-08-27
AB Orlen Baltics Retail,"Nemakščių apyl., Pikelių k. 6, 60375",Raseinių r. sav.,55.464586,22.684682,1.859,2.159,0.749,2026-08-27T09:41:15+03:00,2026-08-27
AB Orlen Baltics Retail,"Pikelių k. 8, 60375",Raseinių r. sav.,55.464558,22.68467,1.859,2.159,0.749,2026-08-27T09:41:15+03:00,2026-08-27
UAB Baltic Petroleum,"Girkalnio k., Žemaičių g. 39, 60311",Raseinių r. sav.,55.318307,23.210769,1.819,2.049,0.71,2026-08-27T09:36:55+03:00,2026-08-27
UAB Baltic Petroleum,"Kalnujų k. 1, 60191",Raseinių r. sav.,55.335647,23.102326,1.809,2.079,0.759,2026-08-27T09:36:54+03:00,2026-08-27
UAB Baltic Petroleum,"Raseiniai, Vilniaus g. 30, 60183",Raseinių r. sav.,55.370856,23.133187,1.809,2.049,0.71,2026-08-27T09:36:52+03:00,2026-08-27
UAB Circle K Lietuva,"Pikelių k. 1, 60376",Raseinių r. sav.,55.4615,22.693284,1.899,2.199,0.789,2026-08-27T09:55:14+03:00,2026-08-27
UAB Emsi,"Ariogala, Žemaičių g. 30, 60255",Raseinių r. sav.,55.260897,23.488992,1.779,2.079,0.739,2026-08-27T08:59:57+03:00,2026-08-27
UAB Emsi,"Raščių k. 1A, 60298",Raseinių r. sav.,55.278202,23.341607,1.739,2.039,0.749,2026-08-27T08:59:59+03:00,2026-08-27
UAB Eniris,"Raseiniai, Jurbarko g. 34, 60180",Raseinių r. sav.,55.370657,23.119297,1.79,2.03,0.71,2026-08-27T09:51:20+03:00,2026-08-27
UAB Jozita,"Raseiniai, Liepų g. 10E, 60119",Raseinių r. sav.,55.391232,23.127085,,,0.68,2026-08-27T09:30:46+03:00,2026-08-27
UAB Jozita,"Raseiniai, Maironio g. 78b, 60120",Raseinių r. sav.,55.389992,23.130755,1.79,2.02,0.68,2026-08-27T09:30:45+03:00,2026-08-27
UAB Naftrus,"Raseiniai, Vilniaus g. 3B, 60187",Raseinių r. sav.,55.370315,23.13212,1.799,2.049,0.71,2026-08-27T09:21:09+03:00,2026-08-27
UAB Naftrus,"Slabados k., Pievų g. 19, 60109",Raseinių r. sav.,55.386231,23.042885,1.79,2.03,0.69,2026-08-27T09:21:09+03:00,2026-08-27
UAB Naftrus,"Ylių k., Šilo g. 1, 60389",Raseinių r. sav.,55.413294,22.821925,1.78,2.03,0.73,2026-08-27T09:21:09+03:00,2026-08-27
UAB Neste Lietuva,"Ylių k., Pušyno g. 11, 60389",Raseinių r. sav.,55.41173,22.83072,1.759,2.049,,2026-08-27T09:59:55+03:00,2026-08-27
UAB Viada LT,"Vejukų k. 5, 60345",Raseinių r. sav.,55.385937,22.901688,1.899,2.199,0.879,2026-08-27T09:50:28+03:00,2026-08-27
UAB Baltic Petroleum,"Rietavas, Dariaus ir Girėno g. 19, 90316",Rietavo sav.,55.719508,21.928083,1.699,1.999,0.72,2026-08-27T09:36:54+03:00,2026-08-27
UAB Plungės lagūna,"Rietavas, Plungės g. 32, 90313",Rietavo sav.,55.735072,21.924055,1.82,2.167,0.812,2026-08-27T08:40:09+03:00,2026-08-27
UAB Trevena,"Rietavas, Lėgų k. 1, 90305",Rietavo sav.,55.626937,21.971782,1.78,2.08,0.74,2026-08-27T10:30:03+03:00,2026-08-27
UAB Trevena,"Vatušių k., Kvėdarnos g. 2, 90307",Rietavo sav.,55.718446,21.932212,1.77,2.06,0.74,2026-08-27T10:30:03+03:00,2026-08-27
Lašų žemės ūkio bendrovė,"Vytėnai, Vytėnų vs 9, 42255",Rokiškio r. sav.,55.8574667,25.7336514,1.81,2.11,,2026-08-27T09:57:27+03:00,2026-08-27
UAB Alauša,"Obeliai, Dariaus ir Girėno g. 36, 42209",Rokiškio r. sav.,55.94855,25.814319,1.739,1.999,,2026-08-27T09:56:01+03:00,2026-08-27
UAB Baltic Petroleum,"Pandėlio k., Elektrinės g. 1, 42370",Rokiškio r. sav.,56.0192,25.222228,1.789,2.049,0.789,2026-08-27T09:36:53+03:00,2026-08-27
UAB Circle K Lietuva,"Rokiškis, Respublikos g. 111A, 42135",Rokiškio r. sav.,55.95232,25.589617,1.899,2.199,0.899,2026-08-27T09:55:12+03:00,2026-08-27
UAB DVS Topolis,"Rokiškis, Panevėžio g. 7C, 42163",Rokiškio r. sav.,55.94306,25.585657,,,0.899,2026-08-27T12:53:17+03:00,2026-08-27
UAB Viada LT,"Rokiškis, Panevėžio g. 5, 42163",Rokiškio r. sav.,55.944519,25.585662,1.799,2.079,0.899,2026-08-27T09:50:28+03:00,2026-08-27
UAB Viada LT,"Rokiškis, Žemaitės g. 2C, 42164",Rokiškio r. sav.,55.934343,25.585701,1.799,2.079,0.899,2026-08-27T09:50:29+03:00,2026-08-27
UAB Baltic Petroleum,"Skuodas, Vytauto g. 22, 98122",Skuodo r. sav.,56.259168,21.530562,1.779,1.999,0.709,2026-08-27T09:36:52+03:00,2026-08-27
